timestamp_ns,thread_index,role,event,item_id
226391138,1,C,C_REQ,-1
226392972,1,C,C_DONE,138
227456986,0,P,P_REQ,139
227458886,0,P,P_DONE,139
227464144,3,P,P_REQ,140
227465168,3,P,P_DONE,140
227475585,2,P,P_REQ,141
227477629,2,P,P_DONE,141
229537972,2,C,C_REQ,-1
229543156,2,C,C_DONE,139
229538883,1,P,P_REQ,142
229547016,1,P,P_DONE,142
231266024,2,P,P_REQ,143
231268080,2,P,P_DONE,143
231278771,1,C,C_REQ,-1
231279995,1,C,C_DONE,140
231281052,1,C,C_REQ,-1
231281195,1,C,C_DONE,141
232081747,2,C,C_REQ,-1
232083608,2,C,C_DONE,142
232675950,0,C,C_REQ,-1
232677888,0,C,C_DONE,143
233340629,1,P,P_REQ,144
233342601,1,P,P_DONE,144
233347646,2,C,C_REQ,-1
233348755,2,C,C_DONE,144
233351269,3,C,C_REQ,-1
234647590,2,C,C_REQ,-1
234653760,0,P,P_REQ,145
234657559,0,P,P_DONE,145
234661948,3,C,C_DONE,145
234664215,3,P,P_REQ,146
234670885,3,P,P_DONE,146
234678524,2,C,C_DONE,146
235939076,0,P,P_REQ,147
235941002,0,P,P_DONE,147
235946263,2,P,P_REQ,148
235947322,2,P,P_DONE,148
237203737,3,C,C_REQ,-1
237205640,3,C,C_DONE,147
237210623,3,P,P_REQ,149
237211790,3,P,P_DONE,149
237213958,0,P,P_REQ,150
237214892,0,P,P_DONE,150
237227685,0,C,C_REQ,-1
237229559,0,C,C_DONE,148
242246128,3,C,C_REQ,-1
242247969,3,C,C_DONE,149
242253005,1,C,C_REQ,-1
242254037,1,C,C_DONE,150
242254979,1,C,C_REQ,-1
242259713,2,C,C_REQ,-1
243537219,3,C,C_REQ,-1
243544070,1,P,P_REQ,151
243547374,1,P,P_DONE,151
243551239,1,C,C_DONE,151
246090986,1,C,C_REQ,-1
246097716,2,P,P_REQ,152
246101296,2,P,P_DONE,152
246103055,2,P,P_REQ,153
246104635,2,P,P_DONE,153
246107774,2,C,C_DONE,152
246108239,3,P,P_REQ,154
246116719,3,P,P_DONE,154
246118719,3,C,C_DONE,153
246121484,1,C,C_DONE,154
246136264,0,C,C_REQ,-1
247409742,3,C,C_REQ,-1
248514673,0,P,P_REQ,155
248520350,0,P,P_DONE,155
248536302,0,C,C_DONE,155
248538145,0,C,C_REQ,-1
249835967,1,P,P_REQ,156
249841419,1,P,P_DONE,156
249846529,3,C,C_DONE,156
252381702,3,P,P_REQ,157
252387302,3,P,P_DONE,157
252391957,1,P,P_REQ,158
252397854,0,C,C_DONE,157
252399629,1,P,P_DONE,158
252392082,2,P,P_REQ,159
252402965,2,P,P_DONE,159
253663010,3,C,C_REQ,-1
253664969,3,C,C_DONE,158
253669972,2,C,C_REQ,-1
253670994,2,C,C_DONE,159
253676169,0,P,P_REQ,160
253678094,0,P,P_DONE,160
253680103,0,P,P_REQ,161
253680266,0,P,P_DONE,161
254940632,2,P,P_REQ,162
254942647,2,P,P_DONE,162
257428535,1,C,C_REQ,-1
257430038,1,C,C_DONE,160
257445317,1,P,P_REQ,163
257447266,1,P,P_DONE,163
257452315,2,P,P_REQ,164
257453278,2,P,P_DONE,164
258609683,0,P,P_REQ,165
258611597,0,P,P_DONE,165
261205282,3,P,P_REQ,166
261207236,3,P,P_DONE,166
261218364,2,C,C_REQ,-1
261219480,2,C,C_DONE,161
262486863,1,P,P_REQ,167
262488723,1,P,P_DONE,167
262493314,3,C,C_REQ,-1
262494349,3,C,C_DONE,162
262517219,0,C,C_REQ,-1
262519052,0,C,C_DONE,163
263760121,2,C,C_REQ,-1
263761960,2,C,C_DONE,164
263766612,1,C,C_REQ,-1
263767554,1,C,C_DONE,165
267497950,3,P,P_REQ,168
267499881,3,P,P_DONE,168
267504536,3,C,C_REQ,-1
267505625,3,C,C_DONE,166
267507802,2,P,P_REQ,169
267508722,2,P,P_DONE,169
267511195,1,P,P_REQ,170
267512136,1,P,P_DONE,170
268809516,0,C,C_REQ,-1
268811408,0,C,C_DONE,167
268816035,0,P,P_REQ,171
268817267,0,P,P_DONE,171
271301310,1,P,P_REQ,172
271303223,1,P,P_DONE,172
271308073,2,C,C_REQ,-1
271317469,2,C,C_DONE,168
271319980,1,C,C_REQ,-1
271320947,1,C,C_DONE,169
272272550,3,P,P_REQ,173
272274545,3,P,P_DONE,173
272279702,0,P,P_REQ,174
272280739,0,P,P_DONE,174
274602651,0,C,C_REQ,-1
274607748,0,C,C_DONE,170
274602830,1,P,P_REQ,175
274623180,1,P,P_DONE,175
274628056,2,P,P_REQ,176
274630063,2,P,P_DONE,176
277148278,0,C,C_REQ,-1
277150213,0,C,C_DONE,171
277155120,3,C,C_REQ,-1
277156091,3,C,C_DONE,172
277158183,2,C,C_REQ,-1
277159094,2,C,C_DONE,173
277161126,1,C,C_REQ,-1
277162040,1,C,C_DONE,174
278182601,0,C,C_REQ,-1
278184276,0,C,C_DONE,175
279813326,3,P,P_REQ,177
279815352,3,P,P_DONE,177
279826293,1,P,P_REQ,178
279827327,1,P,P_DONE,178
279829935,2,P,P_REQ,179
279830840,2,P,P_DONE,179
281115535,1,P,P_REQ,180
281117436,1,P,P_DONE,180
282318195,0,P,P_REQ,181
282320186,0,P,P_DONE,181
283289692,3,C,C_REQ,-1
283291528,3,C,C_DONE,176
283295236,2,C,C_REQ,-1
283296192,2,C,C_DONE,177
284073519,3,P,P_REQ,182
284075747,3,P,P_DONE,182
284078241,3,P,P_REQ,183
284078398,3,P,P_DONE,183
284926394,2,P,P_REQ,184
284928322,2,P,P_DONE,184
285179935,1,P,P_REQ,185
285181905,1,P,P_DONE,185
285190080,0,C,C_REQ,-1
285191288,0,C,C_DONE,178
287084215,2,C,C_REQ,-1
287086185,2,C,C_DONE,179
288331567,3,C,C_REQ,-1
288333482,3,C,C_DONE,180
288338587,1,C,C_REQ,-1
288340104,1,C,C_DONE,181
288341166,1,C,C_REQ,-1
288341297,1,C,C_DONE,182
288341995,1,C,C_REQ,-1
288342127,1,C,C_DONE,183
289174350,0,P,P_REQ,186
289176506,0,P,P_DONE,186
289242101,1,P,P_REQ,187
289243344,1,P,P_DONE,187
289246240,3,P,P_REQ,188
289247248,3,P,P_DONE,188
290534898,3,P,P_REQ,189
290536807,3,P,P_DONE,189
290785978,3,C,C_REQ,-1
290787638,3,C,C_DONE,184
290791178,0,C,C_REQ,-1
290793407,0,C,C_DONE,185
294217033,0,P,P_REQ,190
294219040,0,P,P_DONE,190
294224302,2,P,P_REQ,191
294225367,2,P,P_DONE,191
294227935,2,C,C_REQ,-1
294228994,2,C,C_DONE,186
296768282,2,C,C_REQ,-1
296770121,2,C,C_DONE,187
296775013,1,C,C_REQ,-1
296776225,1,C,C_DONE,188
296778429,3,P,P_REQ,192
296779492,3,P,P_DONE,192
298326832,3,C,C_REQ,-1
298328687,3,C,C_DONE,189
298333573,1,P,P_REQ,193
298334994,1,P,P_DONE,193
300509794,0,P,P_REQ,194
300518378,0,P,P_DONE,194
300523463,2,C,C_REQ,-1
300524619,2,C,C_DONE,190
300526977,3,C,C_REQ,-1
300527897,3,C,C_DONE,191
300539486,0,C,C_REQ,-1
300541439,0,C,C_DONE,192
